isbn13,reading_status,started_date,finished_date,rating,short_review,review
9791130662480,completed,2026-05-07,2026-05-10,4.0,자신의 삶에 충실한 인간의 인생 여정,"노르웨이 작가의 책은 처음 읽는다. 익숙하지 않은 지명, 등장인물의 이름에도 불구하고 쉽게 읽히는 책이고, 동시에 죽음을 앞둔 주인공과 이미 생을 마감한 등장인물들이 계속해서 죽음을 생각하게 한다. 
주인공 닐스비크는 마치 자신의 일에 몰두하는 장인 - 방망이를 깎는 노인이 떠오르는 - 자신의 삶에 충실한 인물이며, 보수적이고 소설 ‘토지’의 농민들이 생각나게 한다. 태어나 주어진 환경을 적응하고, 그 안에서 충실한 삶을 살아가는 재미없고 화려하지 않지만 내면의 굳건함이 있는 농부가 떠올랐다. 
주인공은 피요르에서 페리(수송선)을 운용하는 선장이다. 주변 인물을 통해 다양한 삶을 보여주고 인생에 중요한 것이 무엇인지 묻게 한다. 아내에 대한 사랑도. 이러니 저러니 해도 인생의 마지막지 께 걸어갈 사람은 아내이기 때문이다. 다들 각자의 길을 걸어갈테고 그걸 응원해야 할 뿐이다. 자식도 마찬가지다. 내가 인생의 동반자로 택한 사람과 묵묵히 끝까지 걸어가야 하는 것. 그것이 인생이고 나의 선택이다." 
