book_id,isbn13,isbn10,google_books_id,title,subtitle,authors,translator,publisher,published_date,description,categories,page_count,language_code,cover_url,preview_url,info_url,data_source,created_at,updated_at
81895e4b-d921-45cb-ae4e-ab7c27f8d5d1,9791130662480,,Ze4i0QEACAAJ,닐스 비크의 마지막 하루,,Frode Grytten,,,2025,,Love,0,ko,https://books.google.com/books/content?id=Ze4i0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.sg/books?id=Ze4i0QEACAAJ&dq=isbn:9791130662480&hl=&cd=1&source=gbs_api,http://books.google.com.sg/books?id=Ze4i0QEACAAJ&dq=isbn:9791130662480&hl=&source=gbs_api,google_books,2026-07-28T04:16:39.099484+00:00,2026-07-28T04:16:39.099484+00:00
